California Rehabilitation Center;;P.O. Box 2000;Norco;CA;92860;http://www.prisonpro.com/content/california-rehabilitation-center
California State Prison, Corcoran;;P.O. Box 8800;Corcoran;CA;93212-8800;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Corcoran;3A;P.O. Box 3462;Corcoran;CA;93212-3462;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Corcoran;3B;P.O. Box 3466;Corcoran;CA;93212-3466;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Corcoran;3C;P.O. Box 3472;Corcoran;CA;93212-3472;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Corcoran;4A;P.O. Box 3476;Corcoran;CA;93212-3476;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Corcoran;4B;P.O. Box 3482;Corcoran;CA;93212-3482;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Corcoran;Firehouse, Hospital;P.O. Box 3456;Corcoran;CA;93212-3456;http://www.prisonpro.com/content/california-state-prison-corcoran
California State Prison, Sacramento;;P.O. Box 290066;Represa;CA;95672;http://www.prisonpro.com/content/california-state-prison-sacramento
California State Prison, Solano;;P. O. Box 4000;Vacaville;CA;95696-4000;http://www.prisonpro.com/content/california-state-prison-solano
Central California Women's Facility;;P. O. Box 1508;Chowchilla;CA; 93610;http://www.prisonpro.com/content/central-california-womens-facility
Chuckawalla Valley State Prison;;P.O. Box 2349;Blythe;CA;92226;http://www.prisonpro.com/content/chuckawalla-valley-state-prison
Deuel Vocational Institution;;P.O. Box 600;Tracy;CA;95378-0600;http://www.prisonpro.com/content/deuel-vocational-institution
Folsom State Prison;;P.O. Box 715072;Represa;CA;95672;http://www.prisonpro.com/content/folsom-state-prison
Ironwood State Prison;;P.O. Box 2199;Blythe;CA;92226;http://www.prisonpro.com/content/ironwood-state-prison
Pelican Bay State Prison;;P.O. Box 7500;Crescent City;CA;95532 ;http://www.prisonpro.com/content/pelican-bay-state-prison
Pleasant Valley State Prison;;P.O. Box 8500;Coalinga;CA;93210;http://www.prisonpro.com/content/pleasant-valley-state-prison
Salinas Valley State Prison;;P.O. Box 1050;Soledad;CA;93960-1050;http://www.prisonpro.com/content/salinas-valley-state-prison
San Quentin State Prison;;San Quentin State Prison;San Quentin;CA;94974;http://www.prisonpro.com/content/san-quentin-state-prison
Sierra Conservation Center;;5100 O'Byrnes Ferry Road;Jamestown;CA;95327;http://www.prisonpro.com/content/sierra-conservation-center
Valley State Prison;;P.O. Box 92;Chowchilla;CA;93610-0092;http://www.prisonpro.com/content/valley-state-prison
Arrowhead Correctional Center;;P.O. Box 300;Ca?on City;CO;81215;http://www.prisonpro.com/content/arrowhead-correctional-center
Arkansas Valley Correctional Facility;;P.O. Box 1000;Ordway;CO;81034;http://www.prisonpro.com/content/arkansas-valley-correctional-facility
Arkansas Valley Correctional Facility;;12750 Highway 96 at Lane 13;Ordway;CO;81035;http://www.prisonpro.com/content/arkansas-valley-correctional-facility
Delta Correctional Center;;11363 Lockhart Road;Delta;CO;81416;http://www.prisonpro.com/content/delta-correctional-center
Denver Reception & Diagnostic Center;;P.O. Box 392004;Denver;CO;80239-8004;http://www.prisonpro.com/content/denver-reception-diagnostic-center
Four Mile Correctional Center;;P.O. Box 300;Ca?on City;CO;81215;http://www.prisonpro.com/content/four-mile-correctional-center
Rifle Correctional Center;;200 County Road 219;Rifle;CO;81650;http://www.prisonpro.com/content/rifle-correctional-center
Skyline Correctional Center;;P.O. Box 300;Ca?on City;CO;81215;http://www.prisonpro.com/content/skyline-correctional-center
Trinidad Correctional Facility;;21000 Highway 350 East;Model;CO;81059;http://www.prisonpro.com/content/trinidad-correctional-facility
Youthful Offender System;;1300 West 13th Street;Pueblo;CO;81003;http://www.prisonpro.com/content/youthful-offender-system
Bent County Correctional Facility;;11560 Road FF75;Las Animas;CO;81054;http://www.prisonpro.com/content/bent-county-correctional-facility
Cheyenne Mountain Re-entry Center;;2925 E. Las Vegas Street;Colorado Springs;CO;80906;http://www.prisonpro.com/content/cheyenne-mountain-re-entry-center
Crowley County Correctional Facility;;6564 State Highway 96;Olney Springs;CO;81062;http://www.prisonpro.com/content/crowley-county-correctional-facility
Kit Carson Correctional Center;;P.O. Box 2000;Burlington;CO;80807;http://www.prisonpro.com/content/kit-carson-correctional-center
Bridgeport Correctional Center Texas;;1106 North Avenue;Bridgeport;CT;6604;http://www.prisonpro.com/content/bridgeport-correctional-center
Corrigan/Radgowski Correctional Center;;986 Norwich-New London Turnpike;Uncasville;CT;6382;http://www.prisonpro.com/content/corriganradgowski-correctional-center
Enfield Correctional Institution;;P.O. Box 1500;Enfield;CT;6082;http://www.prisonpro.com/content/enfield-correctional-institution
Garner Correctional Institution;;P.O. Box 5500;Newtown;CT;6470;http://www.prisonpro.com/content/garner-correctional-institution
Hartford Correctional Center;;177 Weston Street;Hartford;CT;6120;http://www.prisonpro.com/content/hartford-correctional-center
MacDougall-Walker Correctional Institution;;1153 East Street, South;Suffield;CT;6080;http://www.prisonpro.com/content/macdougall-walker-correctional-institution
Manson Youth Institution;;42 Jarvis Street;Cheshire;CT;6410;http://www.prisonpro.com/content/manson-youth-institution
New Haven Correctional Center;;P.O. Box 8000;New Haven;CT;6512;http://www.prisonpro.com/content/new-haven-correctional-center
Northern Correctional Institution;;P.O. Box 665;Somers;CT;6072;http://www.prisonpro.com/content/northern-correctional-institution
Osborn Correctional Institution;;P.O. Box 100;Somers;CT;6072;http://www.prisonpro.com/content/osborn-correctional-institution
Robinson Correctional Institution;;P.O. Box 1400;Enfield;CT;6082;http://www.prisonpro.com/content/robinson-correctional-institution
Willard-Cybulski Correctional Institution;;391 Shaker Road;Enfield;CT;6082;http://www.prisonpro.com/content/willard-cybulski-correctional-institution
York Correctional Institution;;201 West Main Street;Niantic;CT;6357;http://www.prisonpro.com/content/york-correctional-institution
Baylor Women's Correctional Institution;;660 Baylor Boulevard;New Castle;DE;19720;http://www.prisonpro.com/content/baylor-womens-correctional-institution
Central Violation of Probation Center;;P.O. Box 5003;Smyrna;DE;19977;http://www.prisonpro.com/content/central-violation-probation-center
Hazel D. Plant Women's Treatment Facility;;620 Baylor Blvd ;New Castle;DE;19720;http://www.prisonpro.com/content/hazel-d-plant-womens-treatment-facility
Howard R. Young Correctional Institution;;P.O. Box 9279;Wilmington;DE;19809;http://www.prisonpro.com/content/howard-r-young-correctional-institution
James T. Vaughn Correctional Center;;1181 Paddock Road;Smyrna;DE;19977;http://www.prisonpro.com/content/james-t-vaughn-correctional-center
Morris Community Corrections Center;;300 Water Street;Dover;DE;19904;http://www.prisonpro.com/content/morris-community-corrections-center
Plummer Community Corrections Center;;38 Todds Lane;Wilmington;DE;19805;http://www.prisonpro.com/content/plummer-community-corrections-center
Sussex Boot Camp;;P.O. Box 500;Georgetown;DE;19947;http://www.prisonpro.com/content/sussex-boot-camp
Sussex Community Corrections Center;;23207 Dupont Blvd.;Georgetown;DE;19947;http://www.prisonpro.com/content/sussex-community-corrections-center
Sussex Correctional Institution;;P.O. Box 500;Georgetown;DE;19947;http://www.prisonpro.com/content/sussex-correctional-institution
Webb Community Correctional Facility;;200 Greenbank Road ;Wilmington;DE;19808;http://www.prisonpro.com/content/webb-community-correctional-facility
Apalachee Correctional Institution, East Unit;;35 Apalachee Drive;Sneads;Florida;32460-4166;http://www.prisonpro.com/content/apalachee-correctional-institution-east-unit
Apalachee Correctional Institution, West Unit;;52 West Unit Drive;Sneads;Florida;32460-4165;http://www.prisonpro.com/content/apalachee-correctional-institution-west-unit
Avon Park Correctional Institution;;P.O. Box 1100;Avon Park;Florida;33826-1100;http://www.prisonpro.com/content/avon-park-correctional-institution
Baker Correctional Institution;;20706 U.S. Highway 90 West;Sanderson;Florida;32087-0500;http://www.prisonpro.com/content/baker-correctional-institution
Bay Correctional Facility;;5400 Bayline Drive;Panama City;Florida;32404-5492;http://www.prisonpro.com/content/bay-correctional-facility
Blackwater River Correctional Facility;;5914 Jeff Ates Road;Milton;Florida;32583-0000;http://www.prisonpro.com/content/blackwater-river-correctional-facility
Calhoun Correctional Institution;;19562 SE Institution Dr.;Blountstown;Florida;32424-5156;http://www.prisonpro.com/content/calhoun-correctional-institution
Central Florida Reception Center;;7000 H C Kelley Rd.;Orlando;FL;32831-2518;http://www.prisonpro.com/content/central-florida-reception-center
Central Florida Reception Center, East Unit;;7000 H C Kelley Rd.;Orlando;FL;32831-2518;http://www.prisonpro.com/content/central-florida-reception-center-east-unit
Central Florida Reception Center, South Unit;;7000 H C Kelley Rd.;Orlando;FL;32831-2518;http://www.prisonpro.com/content/central-florida-reception-center-south-unit
Century Correctional Institution;;400 Tedder Road;Century;Florida;32535-3659;http://www.prisonpro.com/content/century-correctional-institution
Charlotte Correctional Institution;;33123 Oil Well Road;Punta Gorda;Florida;33955-9702;http://www.prisonpro.com/content/charlotte-correctional-institution
Columbia Correctional Institution, Florida;;216 S.E. Corrections Way;Lake City;FL;32025-2013;http://www.prisonpro.com/content/columbia-correctional-institution-florida
Cross City Correctional Institution;;568 N.E. 255th Street;Cross City;Florida;32628;http://www.prisonpro.com/content/cross-city-correctional-institution
Dade Correctional Institution;;19000 S.W. 377th Street;Florida City;Florida;33034-6409;http://www.prisonpro.com/content/dade-correctional-institution
Desoto Annex;;13617 S.E. Highway 70;Arcadia;Florida;34266-7800;http://www.prisonpro.com/content/desoto-annex
Everglades Correctional Institution;;1599 S.W. 187th Avenue;Miami;Florida;33194;http://www.prisonpro.com/content/everglades-correctional-institution
Florida State Prison;;7819 N.W. 228th Street;Raiford;Florida;32026-1000;http://www.prisonpro.com/content/florida-state-prison
Franklin Correctional Institution;;1760 Highway 67 North;Carrabelle;Florida;32322;http://www.prisonpro.com/content/franklin-correctional-institution
Gadsden Correctional Facility;;6044 Greensboro Highway;Quincy;Florida;32351-9100;http://www.prisonpro.com/content/gadsden-correctional-facility
Graceville Correctional Institution;;5168 Ezell Rd.;Graceville;FL;32440;http://www.prisonpro.com/content/graceville-correctional-institution
Gulf Correctional Institution;;500 Ike Steele Road;Wewahitchka;Florida;32465-0010;http://www.prisonpro.com/content/gulf-correctional-institution
Hamilton Correctional Institution;;10650 S.W. 46th Street;Jasper;Florida;32052-1360;http://www.prisonpro.com/content/hamilton-correctional-institution
Hardee Correctional Institution;;6901 State Road 62;Bowling Green;Florida;33834-9505;http://www.prisonpro.com/content/hardee-correctional-institution
Hernando Correctional Institution;;16415 Spring Hill Drive;Brooksville;Florida;34604-8167;http://www.prisonpro.com/content/hernando-correctional-institution
Holmes Correctional Institution;;3142 Thomas Drive;Bonifay;Florida;32425-0190;http://www.prisonpro.com/content/holmes-correctional-institution
Homestead Correctional Institution;;19000 S.W. 377th Street;Florida City;Florida;33034-6409;http://www.prisonpro.com/content/homestead-correctional-institution
Jackson Correctional Institution Wisconsin;;5563 10th Street;Malone;Florida;32445-3144;http://www.prisonpro.com/content/jackson-correctional-institution
Jefferson Correctional Institution;;1050 Big Joe Road;Monticello;Florida;32344-0430;http://www.prisonpro.com/content/jefferson-correctional-institution
Lake City Correctional Facility;;7906 East Highway 90;Lake City;Florida;32055-6290;http://www.prisonpro.com/content/lake-city-correctional-facility
Lake Correctional Institution;;19225 U.S. Highway 27;Clermont;Florida;34715-9025;http://www.prisonpro.com/content/lake-correctional-institution
Lancaster Correctional Institution;;3449 S.W. State Road 26;Trenton;Florida;32693-5642;http://www.prisonpro.com/content/lancaster-correctional-institution
Lawtey Correctional Institution;;7819 N.W. 228th Street;Raiford;Florida;32026-2000;http://www.prisonpro.com/content/lawtey-correctional-institution
Liberty Correctional Institution;;11064 N.W. Dempsey Barron Road;Bristol;Florida;32321-9712;http://www.prisonpro.com/content/liberty-correctional-institution
Lowell Correctional Institution and Annex;;11120 NW Gainesville Rd.;Ocala;Florida;34482-1479;http://www.prisonpro.com/content/lowell-correctional-institution-annex
Madison Correctional Institution Ohio;;382 Southwest MCI Way;Madison;Florida;32340;http://www.prisonpro.com/content/madison-correctional-institution
Marion Correctional Institution North Carolina;;P.O. Box 158;Lowell;Florida;32663-0158;http://www.prisonpro.com/content/marion-correctional-institution
Martin Correctional Institution;;1150 S.W. Allapattah Road;Indiantown;Florida;34956-4397;http://www.prisonpro.com/content/martin-correctional-institution
Mayo Correctional Institution and Annex;;8784 US Highway 27 West;Mayo;Florida;32066-3458;http://www.prisonpro.com/content/mayo-correctional-institution-annex
Moore Haven Correctional Facility;;Post Office Box 69;Moore Haven;Florida;33471-8837;http://www.prisonpro.com/content/moore-haven-correctional-facility
Northwest Florida Reception Center and Annex;;4455 Sam Mitchell Drive;Chipley;Florida;32428-3597;http://www.prisonpro.com/content/northwest-florida-reception-center-annex
Okaloosa Correctional Institution;;3189 Colonel Greg Malloy Road;Crestview;Florida;32539-6708;http://www.prisonpro.com/content/okaloosa-correctional-institution
Okeechobee Correctional Institution;;3420 N.E. 168th Street;Okeechobee;Florida;34972-4824;http://www.prisonpro.com/content/okeechobee-correctional-institution
Polk Correctional Institution North Carolina;;10800 Evans Road;Polk City;Florida;33868-6925;http://www.prisonpro.com/content/polk-correctional-institution
Putnam Correctional Institution;;128 Yelvington Road;East Palatka;Florida;32131-2100;http://www.prisonpro.com/content/putnam-correctional-institution
Quincy Annex;;2225 Pat Thomas Parkway;Quincy;Florida;32352;http://www.prisonpro.com/content/quincy-annex
Reception and Medical Center;;P.O. Box 628;Lake Butler;Florida;32054-0628;http://www.prisonpro.com/content/reception-medical-center
Santa Rosa Correctional Institution and Annex;;5850 East Milton Road;Milton;Florida;32583-7914;http://www.prisonpro.com/content/santa-rosa-correctional-institution-annex
South Bay Correctional Institution;;600 U.S. Highway 27 South;South Bay;Florida;33493-2233;http://www.prisonpro.com/content/south-bay-correctional-institution
Sumter Correctional Institution;;9544 County Road 476B;Bushnell;Florida;33513-0667;http://www.prisonpro.com/content/sumter-correctional-institution
Suwannee Correctional Institution and Annex;;5964 U.S. Highway 90;Live Oak;Florida;32060;http://www.prisonpro.com/content/suwannee-correctional-institution-annex
Taylor Correctional Institution and Annex;;8501 Hampton Springs Road;Perry;Florida;32348-8747;http://www.prisonpro.com/content/taylor-correctional-institution-annex
Tomoka Correctional Institution;;3950 Tiger Bay Road;Daytona Beach;Florida;32124-1098;http://www.prisonpro.com/content/tomoka-correctional-institution
Union Correctional Institution;;7819 N.W. 228th Street;Raiford;Florida;32026-4000;http://www.prisonpro.com/content/union-correctional-institution
Wakulla Correctional Institution and Annex;;110 Melaleuca Drive;Crawfordville;Florida;32327-4963;http://www.prisonpro.com/content/wakulla-correctional-institution-annex
Walton Correctional Institution;;691 Institution Road;De Funiak Springs;Florida;32433-1832;http://www.prisonpro.com/content/walton-correctional-institution
Zephyrhills Correctional Institution;;2739 Gall Boulevard;Zephyrhills;Florida;33541-9702;http://www.prisonpro.com/content/zephyrhills-correctional-institution
Arrendale State Prison;;P.O. Box 709;Alto;GA;30510;http://www.prisonpro.com/content/arrendale-state-prison
Augusta State Medical Prison;;3001 Gordon Highway;Grovetown;Georgia;30813;http://www.prisonpro.com/content/augusta-state-medical-prison
Autry State Prison;;P.O. Box 648;Pelham;GA;31779;http://www.prisonpro.com/content/autry-state-prison
Baldwin State Prison;;P.O. Box 218;Hardwick;GA;31034;http://www.prisonpro.com/content/baldwin-state-prison
Bulloch County Correctional Institution;;17301 U.S. Highway 301 North Building 209;Statesboro;GA;30458;http://www.prisonpro.com/content/bulloch-county-correctional-institution
Burruss Correctional Training Center;;P.O. Box 5849;Forsyth;GA;31029;http://www.prisonpro.com/content/burruss-correctional-training-center
Calhoun State Prison;;P.O. Box 249;Morgan;GA;39866;http://www.prisonpro.com/content/calhoun-state-prison
Carroll County Correctional Institution;;96 Horsley Mill Road;Carrollton;GA;30117;http://www.prisonpro.com/content/carroll-county-correctional-institution
Central State Prison;;4600 Fulton Mill Road;Macon;GA;31208;http://www.prisonpro.com/content/central-state-prison
Clarke County Correctional Institution;;2825 County Farm Road;Athens;GA;30605;http://www.prisonpro.com/content/clarke-county-correctional-institution
Clayton County Correctional Institution;;P.O. Box 309;Lovejoy;GA;30250;http://www.prisonpro.com/content/clayton-county-correctional-institution
Coastal State Prison;;P.O. Box 7150;Garden City;GA;31418;http://www.prisonpro.com/content/coastal-state-prison
Coffee Correctional Facility;;P.O. Box 650;Nicholls;GA;31554;http://www.prisonpro.com/content/coffee-correctional-facility
Colquitt County Correctional Institution;;P.O. Box 339, Route 2;Moultrie;GA;31768;http://www.prisonpro.com/content/colquitt-county-correctional-institution
Coweta County Correctional Institution;;101 Selt Road;Newnan;GA;30263;http://www.prisonpro.com/content/coweta-county-correctional-institution
Decatur County Correctional Institution;;1153 Airport Road;Bainbridge;GA;39817;http://www.prisonpro.com/content/decatur-county-correctional-institution
Dodge State Prison;;P.O. Box 276;Chester;GA;31012;http://www.prisonpro.com/content/dodge-state-prison
Dooly State Prison;;P.O. Box 750;Unadilla;GA;31092;http://www.prisonpro.com/content/dooly-state-prison
Effingham County Correctional Institution;;P.O. Box 235;Springfield;GA;31329;http://www.prisonpro.com/content/effingham-county-correctional-institution
Emanuel Womens Facility in Swainsboro;;P.O. Box 218;Swainsboro;GA;30402;http://www.prisonpro.com/content/emanuel-womens-facility-swainsboro
Floyd County Correctional Institution;;329 Black Bluff Road, SW;Rome;GA;30161-9567;http://www.prisonpro.com/content/floyd-county-correctional-institution
Georgia Diagnostic and Classification Prison;;P.O. Box 3877;Jackson;GA;30233;http://www.prisonpro.com/content/georgia-diagnostic-classification-prison
Georgia State Prison;;300 1st Ave South;Reidsville;GA;30453;http://www.prisonpro.com/content/georgia-state-prison
Gwinnett County Correctional Institution;;750 High Hope Road;Lawrenceville;GA;30043;http://www.prisonpro.com/content/gwinnett-county-correctional-institution
Hall County Correctional Institution;;1694 Barber Road;Gainesville;GA;30507;http://www.prisonpro.com/content/hall-county-correctional-institution
Hancock State Prison;;P.O. Box 339;Sparta;GA;31087;http://www.prisonpro.com/content/hancock-state-prison
Harris County Correctional Institution;;9982 Highway 116;Hamilton;GA;31812;http://www.prisonpro.com/content/harris-county-correctional-institution
Hays State Prison;;P.O. Box 668;Trion;GA;30753;http://www.prisonpro.com/content/hays-state-prison
Jackson County Correctional Institution;;265 I.W. Davis Road;Jefferson;GA;30549;http://www.prisonpro.com/content/jackson-county-correctional-institution
Jefferson County Correctional Institution;;1159 Clarks Mill Road;Louisville;GA;30434;http://www.prisonpro.com/content/jefferson-county-correctional-institution
Johnson State Prison;;P.O. Box 344;Wrightsville;GA;31096;http://www.prisonpro.com/content/johnson-state-prison
Lee State Prison;;153 Pinewood Drive;Leesburg;GA;31763;http://www.prisonpro.com/content/lee-state-prison
Long State Prison;;P.O. Box 70;Ludowici;GA;31316;http://www.prisonpro.com/content/long-state-prison
Macon State Prison;;P.O. Box 426;Oglethorpe;GA;31068;http://www.prisonpro.com/content/macon-state-prison
Mitchell County Correctional Institution;;Route 4, P.O. Box 228C;Camilla;GA;31730;http://www.prisonpro.com/content/mitchell-county-correctional-institution
Montgomery State Prison;;P.O. Box 256;Mount Vernon;GA;30445;http://www.prisonpro.com/content/montgomery-state-prison
Muscogee County Correctional Institution;;P.O. Box 84042;Columbus;GA;31908-4042;http://www.prisonpro.com/content/muscogee-county-correctional-institution
Philips State Prison;;2989 West Rock Quarry Road;Buford;GA;30519;http://www.prisonpro.com/content/philips-state-prison
Pulaski State Prison;;P.O. Box 839;Hawkinsville;GA;31036;http://www.prisonpro.com/content/pulaski-state-prison
Richmond County Correctional Institution;;2314 Tobacco Road;Augusta;GA;30906;http://www.prisonpro.com/content/richmond-county-correctional-institution
Rogers State Prison;;1978 Georgia Highway 147;Reidsville;GA;30453;http://www.prisonpro.com/content/rogers-state-prison
Rutledge State Prison;;P.O. Box 8409;Columbus;GA;31908;http://www.prisonpro.com/content/rutledge-state-prison
Screven County Correctional Institution;;P.O. Box 377;Sylvania;GA;30467;http://www.prisonpro.com/content/screven-county-correctional-institution
Smith State Prison;;P.O. Box 726;Glennville;GA;30427;http://www.prisonpro.com/content/smith-state-prison
Spalding County Correctional Institution;;295 Justice Boulevard;Griffin;GA;30224;http://www.prisonpro.com/content/spalding-county-correctional-institution
Telfair State Prison;;P.O. Box 549;Helena;GA;31037;http://www.prisonpro.com/content/telfair-state-prison
Terrell County Correctional Institution;;3108 Albany Highway;Dawson;GA;39842;http://www.prisonpro.com/content/terrell-county-correctional-institution
Thomas County Correctional Institution;;324 County Farm Road;Thomasville;GA;31757;http://www.prisonpro.com/content/thomas-county-correctional-institution
Troup County Correctional Institution;;2508 Hamilton Road;Lagrange;GA;30240;http://www.prisonpro.com/content/troup-county-correctional-institution
Walker State Prison;;P.O. Box 98;Rock Spring;GA;30739;http://www.prisonpro.com/content/walker-state-prison
Ware State Prison;;3620 Harris Road;Waycross;GA;31502;http://www.prisonpro.com/content/ware-state-prison
Wheeler Correctional Facility;;P.O. Box 466;Alamo;GA;30412;http://www.prisonpro.com/content/wheeler-correctional-facility
Wilcox State Prison;;P.O. Box 397;Abbeville;GA;31002;http://www.prisonpro.com/content/wilcox-state-prison
Halawa Correctional Facility;;99-902 Moanalua Road;Aiea;HI;96702;http://www.prisonpro.com/content/halawa-correctional-facility
Saguaro Correctional Center;;1252 E. Arica Road;Eloy;AZ;85132;http://www.prisonpro.com/content/saguaro-correctional-center
Waiawa Correctional Facility;;P.O. Box 1839;Pearl City;HI;96782;http://www.prisonpro.com/content/waiawa-correctional-facility
Women's Community Correctional Center;;42-477 Kalanianaole Highway;Kailua;HI;96734;http://www.prisonpro.com/content/womens-community-correctional-center
Correctional Alternative Placement Program (CAPP);;15505 S. Pleasant Valley Rd.;Kuna;ID;83634;http://www.prisonpro.com/content/correctional-alternative-placement-program-capp
Idaho State Correctional Center (ISCC);;P.O. Box 70010;Boise;ID;83707;http://www.prisonpro.com/content/idaho-state-correctional-center-iscc
Idaho Correctional Institution Orofino (ICIO);;Hospital Drive N., #23;Orofino;ID;83544;http://www.prisonpro.com/content/idaho-correctional-institution-orofino-icio
Idaho Maximum Security Institution (IMSI);;P.O. Box 52;Boise;ID;83707;http://www.prisonpro.com/content/idaho-maximum-security-institution-imsi
Idaho State Correctional Institution (ISCI);;P.O. Box 14;Boise;ID;83707;http://www.prisonpro.com/content/idaho-state-correctional-institution-isci
North Idaho Correctional Institution (NICI);;HC3, Box 147;Cottonwood;ID;83522;http://www.prisonpro.com/content/north-idaho-correctional-institution-nici
South Boise Women's Correctional Center;;13200 S. Pleasant Valley Rd.;Kuna;ID;83634;http://www.prisonpro.com/content/south-boise-womens-correctional-center-sbwcc
South Idaho Correctional Institution (SICI);;P.O. Box 8509;Boise;ID;83707;http://www.prisonpro.com/content/south-idaho-correctional-institution-sici
Pocatello Women's Correctional Center;;1451 Fore Road;Pocatello;ID;83204;http://www.prisonpro.com/content/pocatello-womens-correctional-center-pwcc
St. Anthony Work Camp (SAWC);;125 N. 8th West;St. Anthony;ID;83445;http://www.prisonpro.com/content/st-anthony-work-camp-sawc
Big Muddy River Correctional Center;;251 N. Illinois Highway 37;Ina;IL;62846;http://www.prisonpro.com/content/big-muddy-river-correctional-center
Centralia Correctional Center;;P.O. Box 7712;Centralia;IL;62802;http://www.prisonpro.com/content/centralia-correctional-center
Crossroads Adult Transition Center;;3210 West Arthington;Chicago;IL;60624;http://www.prisonpro.com/content/crossroads-adult-transition-center
Danville Correctional Center;;3820 East Main Street;Danville;IL;61834;http://www.prisonpro.com/content/danville-correctional-center
Decatur Correctional Center;;P.O. Box 3066;Decatur;IL;62524;http://www.prisonpro.com/content/decatur-correctional-center
Dixon Correctional Center;;2600 N. Brinton Avenue;Dixon;IL;61022;http://www.prisonpro.com/content/dixon-correctional-center
East Moline Correctional Center;;100 Hillcrest Road;East Moline;IL;61244;http://www.prisonpro.com/content/east-moline-correctional-center
Fox Valley Adult Transition Center;;1329 North Lake Street;Aurora;IL;60506;http://www.prisonpro.com/content/fox-valley-adult-transition-center
Graham Correctional Center;;P.O. Box 499;Hillsboro;IL;62049;http://www.prisonpro.com/content/graham-correctional-center
Hill Correctional Center;;P.O. Box 1700;Galesburg;IL;61402;http://www.prisonpro.com/content/hill-correctional-center
Illinois River Correctional Center;;P.O. Box 999;Canton;IL;61520;http://www.prisonpro.com/content/illinois-river-correctional-center
Jacksonville Correctional Center;;2268 East Morton Avenue;Jacksonville;IL;62650;http://www.prisonpro.com/content/jacksonville-correctional-center
Lawrence Correctional Center;;10930 Lawrence Road;Sumner;IL;62466;http://www.prisonpro.com/content/lawrence-correctional-center
Lincoln Correctional Center Nebraska;;P.O. Box 549;Lincoln;IL;62656;http://www.prisonpro.com/content/lincoln-correctional-center
Logan Correctional Center;;P.O. Box 1000;Lincoln;IL;62656;http://www.prisonpro.com/content/logan-correctional-center
Menard Correctional Center;;P.O. Box 1000;Menard;IL;62259;http://www.prisonpro.com/content/menard-correctional-center
North Lawndale Adult Transition Center;;2839 West Fillmore;Chicago;IL;60612;http://www.prisonpro.com/content/north-lawndale-adult-transition-center
Peoria Adult Transition Center;;607-613 North Main;Peoria;IL;61602;http://www.prisonpro.com/content/peoria-adult-transition-center
Pinckneyville Correctional Center;;P.O. Box 999;Pinckneyville;IL;62274;http://www.prisonpro.com/content/pinckneyville-correctional-center
Pontiac Correctional Center;;P.O. Box 99;Pontiac;IL;61764;http://www.prisonpro.com/content/pontiac-correctional-center
Robinson Correctional Center;;13423 East 1150th Avenue;Robinson;IL;62454;http://www.prisonpro.com/content/robinson-correctional-center
Shawnee Correctional Center;;6665 State Route 146 East;Vienna;IL;62995;http://www.prisonpro.com/content/shawnee-correctional-center
Sheridan Correctional Center;;4017 E. 2603 Road;Sheridan;IL;60552;http://www.prisonpro.com/content/sheridan-correctional-center
Southwestern Illinois Correctional Center;;P.O. Box 129;East St. Louis;IL;62203;http://www.prisonpro.com/content/southwestern-illinois-correctional-center
Stateville Correctional Center;;P.O. Box 112;Joliet;IL;60434;http://www.prisonpro.com/content/stateville-correctional-center
Taylorville Correctional Center;;P.O. Box 1000;Taylorville;IL;62568;http://www.prisonpro.com/content/taylorville-correctional-center
Vandalia Correctional Center;;P.O. Box  500;Vandalia;IL;62472;http://www.prisonpro.com/content/vandalia-correctional-center
Vienna Correctional Center;;6695 State Route #146 East;Vienna;IL;62995;http://www.prisonpro.com/content/vienna-correctional-center
Western Illinois Correctional Center;;2500 Rt. 99 South;Mount Sterling;IL;62353;http://www.prisonpro.com/content/western-illinois-correctional-center
Branchville Correctional Facility;;21390 Old State Road 37;Branchville;IN;47514;http://www.prisonpro.com/content/branchville-correctional-facility
Chain O’ Lakes Correctional Facility;;3516 E 75 South;Albion;IN;46702;http://www.prisonpro.com/content/chain-o%E2%80%99-lakes-correctional-facility
Correctional Industrial Facility;;P.O. Box 600;Pendleton;IN;46064;http://www.prisonpro.com/content/correctional-industrial-facility
Edinburgh Correctional Facility;;P.O. Box 470;Edinburgh;IN;46124;http://www.prisonpro.com/content/edinburgh-correctional-facility
Henryville Correctional Facility;;P.O. Box 148;Henryville;IN;47126;http://www.prisonpro.com/content/henryville-correctional-facility
Heritage Trail Correctional Facility;;501 W. Main Street;Plainfield;Indiana;46168;http://www.prisonpro.com/content/heritage-trail-correctional-facility
Indiana State Prison;;P.O. Box 42;Michigan City;IN;46362;http://www.prisonpro.com/content/indiana-state-prison
Indiana Women's Prison;;2596 Girl’s School Road;Indianapolis;IN;46214;http://www.prisonpro.com/content/indiana-womens-prison
Indianapolis Re-Entry Educational Facility;;401 North Randolph Street;Indianapolis;Indiana;46202;http://www.prisonpro.com/content/indianapolis-re-entry-educational-facility
Madison Correctional Facility (Women);;800 MSH Bus Stop Drive;Madison;IN;47250;http://www.prisonpro.com/content/madison-correctional-facility-women
